,age,location,family_size,studytime,attendance,english,math,science,social_science,art_culture,total_score,average_score,stu_group
4233,16,2,7,5,75,74,81,81,73,76,385,77.0,1
4234,17,0,5,6,89,91,82,85,87,89,434,86.8,2
4235,15,1,2,8,95,94,85,80,83,100,442,88.4,2
4236,18,2,7,6,75,84,84,96,80,97,441,88.2,2
4237,18,0,5,6,94,71,69,70,74,86,370,74.0,1
4238,17,0,4,7,83,100,84,99,86,90,459,91.8,2
4239,18,0,5,1,73,51,70,62,52,49,284,56.8,0
4240,17,2,6,8,90,92,92,95,92,91,462,92.4,2
4241,16,0,4,7,90,89,91,83,84,84,431,86.2,2
4242,16,2,4,4,91,70,82,76,77,78,383,76.6,1
4243,17,1,4,8,81,82,99,85,82,89,437,87.4,2
4244,16,0,6,3,60,58,59,48,55,45,265,53.0,0
4245,15,2,6,4,58,80,71,80,79,81,391,78.2,1
4246,18,2,7,1,70,54,48,47,44,52,245,49.0,0
4247,17,2,6,6,71,91,94,93,95,92,465,93.0,2
4248,18,1,3,6,65,68,77,76,76,77,374,74.8,1
4249,15,0,2,7,87,92,100,95,100,92,479,95.8,2
4250,17,2,6,8,67,93,82,93,99,87,454,90.8,2
4251,17,1,3,6,73,81,74,79,77,92,403,80.6,1
4252,17,2,2,6,85,69,71,74,75,78,367,73.4,1
4253,17,2,4,8,87,98,98,84,99,100,479,95.8,2
4254,17,0,5,6,50,79,75,69,78,86,387,77.4,1
4255,15,0,5,4,76,82,80,80,77,92,411,82.2,1
4256,16,0,7,8,82,98,84,89,86,97,454,90.8,2
4257,16,0,4,6,83,68,70,79,77,78,372,74.4,1
4258,16,2,6,5,55,70,68,76,78,72,364,72.8,1
4259,17,1,3,3,82,69,60,61,69,50,309,61.8,0
4260,15,1,4,6,59,82,77,79,74,69,381,76.2,1
4261,15,1,4,6,50,69,69,74,69,80,361,72.2,1
4262,16,0,5,2,84,48,56,54,41,45,244,48.8,0
4263,16,0,7,7,71,100,82,81,89,81,433,86.6,2
4264,18,1,4,2,65,45,49,58,53,44,249,49.8,0
4265,17,1,3,4,77,70,78,72,78,80,378,75.6,1
4266,17,1,5,8,82,91,91,87,100,100,469,93.8,2
4267,15,0,2,7,83,80,92,90,92,80,434,86.8,2
4268,16,2,6,2,69,68,56,70,45,69,308,61.6,0
4269,18,1,7,7,85,80,95,82,84,80,421,84.2,2
4270,16,0,2,4,77,73,78,72,80,72,375,75.0,1
4271,16,1,2,4,61,79,68,80,73,77,377,75.4,1
4272,16,2,2,7,92,89,82,99,96,87,453,90.6,2
4273,18,2,6,7,86,94,89,85,86,95,449,89.8,2
4274,16,0,3,6,68,75,75,73,81,73,377,75.4,1
4275,16,1,7,6,82,91,86,98,90,95,460,92.0,2
4276,15,0,3,3,68,54,43,53,45,47,242,48.4,0
4277,16,0,4,6,82,75,71,72,78,77,373,74.6,1
4278,18,2,3,7,87,96,92,84,89,91,452,90.4,2
4279,17,2,7,8,76,98,98,93,96,98,483,96.6,2
4280,17,2,3,7,82,98,99,98,93,83,471,94.2,2
4281,16,1,7,5,59,74,81,72,80,74,381,76.2,1
4282,17,2,2,8,100,88,81,97,97,92,455,91.0,2
4283,16,1,5,7,66,86,81,92,84,100,443,88.6,2
4284,16,2,2,7,65,86,96,94,87,80,443,88.6,2
4285,17,2,4,1,56,66,47,58,71,49,291,58.2,0
4286,17,2,6,6,89,93,90,99,99,90,471,94.2,2
4287,17,2,3,4,61,80,77,75,79,72,383,76.6,1
4288,16,1,6,3,60,49,50,66,57,61,283,56.6,0
4289,17,2,3,7,83,92,90,83,81,94,440,88.0,2
4290,18,0,7,4,68,80,82,72,73,73,380,76.0,1
4291,16,0,2,2,76,56,59,56,59,69,299,59.8,0
4292,17,1,6,7,65,88,82,89,85,89,433,86.6,2
4293,16,2,7,6,63,77,70,82,77,86,392,78.4,1
4294,16,0,3,1,69,67,37,58,45,61,268,53.6,0
4295,18,2,6,5,63,75,69,82,79,78,383,76.6,1
4296,18,2,7,1,69,54,41,56,65,64,280,56.0,0
4297,16,1,2,6,87,73,81,75,71,78,378,75.6,1
4298,16,1,4,6,69,85,89,87,84,93,438,87.6,2
4299,16,2,5,3,54,57,47,57,66,51,278,55.6,0
4300,16,2,4,1,55,70,51,47,42,66,276,55.2,0
4301,15,2,2,6,68,100,85,81,98,86,450,90.0,2
4302,16,2,7,6,81,80,92,87,90,97,446,89.2,2
4303,15,1,3,3,66,59,68,70,49,67,313,62.6,0
4304,16,0,4,2,63,59,60,54,57,63,293,58.6,0
4305,17,2,2,6,75,84,93,88,98,87,450,90.0,2
4306,17,1,6,7,88,100,92,85,84,92,453,90.6,2
4307,17,1,4,2,54,50,45,48,63,69,275,55.0,0
4308,17,1,3,8,97,92,86,99,85,94,456,91.2,2
4309,16,2,5,2,91,43,51,40,54,71,259,51.8,0
4310,15,0,6,5,72,78,82,73,69,78,380,76.0,1
4311,16,1,3,1,50,50,64,67,66,58,305,61.0,0
4312,17,0,3,8,86,100,97,86,89,80,452,90.4,2
4313,18,1,2,2,71,49,56,50,61,61,277,55.4,0
4314,16,0,3,6,81,71,82,76,82,79,390,78.0,1
4315,15,0,7,7,94,87,82,82,90,85,426,85.2,2
4316,16,2,4,8,97,83,81,85,81,88,418,83.6,2
4317,18,2,7,6,84,87,90,81,96,99,453,90.6,2
4318,17,0,3,2,68,58,59,61,61,47,286,57.2,0
4319,15,1,2,1,66,68,54,66,69,61,318,63.6,0
4320,16,2,3,3,74,65,54,62,65,69,315,63.0,0
4321,18,2,3,4,95,68,74,68,86,81,377,75.4,1
4322,15,2,3,8,85,95,92,82,82,95,446,89.2,2
4323,17,0,3,6,68,87,99,86,90,89,451,90.2,2
4324,17,2,4,5,81,74,74,72,68,80,368,73.6,1
4325,18,2,4,6,71,99,99,93,99,81,471,94.2,2
4326,17,2,5,3,59,41,70,53,57,67,288,57.6,0
4327,17,1,5,1,71,65,59,61,59,58,302,60.4,0
4328,17,0,3,2,67,69,47,59,47,49,271,54.2,0
4329,17,0,6,1,69,63,53,42,44,51,253,50.6,0
4330,18,1,7,6,89,90,83,82,86,94,435,87.0,2
4331,16,1,3,2,69,56,43,50,55,69,273,54.6,0
4332,17,2,2,6,87,91,81,86,97,84,439,87.8,2
4333,17,2,5,6,75,95,83,85,94,90,447,89.4,2
4334,15,1,7,8,82,83,94,85,98,81,441,88.2,2
4335,16,0,6,3,86,58,64,59,59,58,298,59.6,0
4336,17,2,5,7,71,99,100,80,89,90,458,91.6,2
4337,18,2,7,2,59,42,68,42,43,62,257,51.4,0
4338,18,2,3,2,57,58,62,56,71,54,301,60.2,0
4339,17,1,4,6,87,74,78,68,71,73,364,72.8,1
4340,18,0,4,4,57,72,70,69,74,74,359,71.8,1
4341,16,2,3,1,64,70,50,51,59,69,299,59.8,0
4342,18,2,7,4,78,78,78,71,69,79,375,75.0,1
4343,18,1,6,2,55,53,51,70,86,44,304,60.8,0
4344,16,0,4,8,77,95,84,90,96,92,457,91.4,2
4345,17,2,7,3,85,44,65,49,45,66,269,53.8,0
4346,16,2,6,8,71,80,98,92,92,90,452,90.4,2
4347,17,0,4,6,82,98,84,89,85,88,444,88.8,2
4348,16,1,4,4,92,74,77,77,80,69,377,75.4,1
4349,16,0,2,2,50,61,59,58,56,64,298,59.6,0
4350,17,0,4,1,72,52,66,41,63,66,288,57.6,0
4351,18,1,3,6,71,80,82,80,100,88,430,86.0,2
4352,17,2,6,8,84,80,94,89,94,83,440,88.0,2
4353,17,2,6,3,50,52,48,48,50,69,267,53.4,0
4354,17,0,3,1,75,60,67,56,42,65,290,58.0,0
4355,18,0,2,7,85,94,100,96,80,95,465,93.0,2
4356,17,0,7,1,68,53,64,58,56,86,317,63.4,0
4357,17,1,7,8,79,82,99,83,84,89,437,87.4,2
4358,18,0,4,6,59,76,70,72,74,80,372,74.4,1
4359,15,1,6,5,95,71,74,72,79,73,369,73.8,1
4360,16,2,2,6,62,78,67,69,76,72,362,72.4,1
4361,16,1,3,6,72,79,70,71,80,77,377,75.4,1
4362,16,1,7,1,65,57,65,49,57,50,278,55.6,0
4363,18,2,3,8,96,95,84,83,98,91,451,90.2,2
4364,16,2,2,2,68,51,37,52,59,52,251,50.2,0
4365,16,1,6,1,62,69,56,59,54,69,307,61.4,0
4366,16,2,2,2,57,42,51,40,53,58,244,48.8,0
4367,16,0,3,8,96,83,100,97,95,94,469,93.8,2
4368,17,0,4,7,82,84,97,100,81,90,452,90.4,2
4369,16,2,5,1,58,40,66,70,48,47,271,54.2,0
4370,18,1,5,6,66,87,89,100,100,86,462,92.4,2
4371,18,2,5,7,93,90,80,95,92,99,456,91.2,2
4372,17,2,5,1,71,57,59,50,86,47,299,59.8,0
4373,17,2,6,8,86,95,100,97,84,92,468,93.6,2
4374,17,2,6,3,75,51,63,64,51,76,305,61.0,0
4375,17,1,2,4,93,69,70,68,71,76,354,70.8,1
4376,16,0,5,4,53,82,73,79,79,76,389,77.8,1
4377,15,1,3,8,66,83,96,94,87,81,441,88.2,2
4378,16,2,4,1,84,70,52,69,41,69,301,60.2,0
4379,15,2,2,2,69,69,45,70,68,61,313,62.6,0
4380,17,1,2,7,85,100,97,86,84,92,459,91.8,2
4381,17,0,3,6,80,82,70,82,80,72,386,77.2,1
4382,17,0,6,1,70,67,48,59,43,66,283,56.6,0
4383,16,0,7,6,93,77,74,70,78,86,385,77.0,1
4384,15,2,5,6,70,88,92,82,80,96,438,87.6,2
4385,17,2,2,7,80,98,93,93,100,92,476,95.2,2
4386,17,2,2,2,53,41,68,51,57,64,281,56.2,0
4387,17,0,6,6,69,80,78,68,79,71,376,75.2,1
4388,18,2,2,1,54,40,61,45,51,72,269,53.8,0
4389,17,1,4,4,91,72,77,76,74,72,371,74.2,1
4390,15,1,7,3,56,65,48,59,55,61,288,57.6,0
4391,16,2,4,4,90,72,70,76,86,72,376,75.2,1
4392,16,2,2,6,88,77,77,74,74,75,377,75.4,1
4393,15,1,6,6,75,95,80,96,82,94,447,89.4,2
4394,16,2,5,6,64,79,80,68,78,76,381,76.2,1
4395,16,0,2,7,76,88,82,94,83,87,434,86.8,2
4396,16,2,7,5,91,82,69,71,74,71,367,73.4,1
4397,18,1,2,5,92,76,80,76,78,79,389,77.8,1
4398,17,2,4,8,84,83,86,90,92,95,446,89.2,2
4399,16,1,5,6,81,80,75,72,69,74,370,74.0,1
4400,16,0,2,7,71,99,90,90,84,89,452,90.4,2
4401,18,1,4,6,100,87,96,89,98,81,451,90.2,2
4402,15,2,4,4,74,69,80,74,79,73,375,75.0,1
4403,15,1,5,1,63,65,49,50,71,69,304,60.8,0
4404,17,2,3,4,73,80,70,77,80,75,382,76.4,1
4405,17,0,6,7,82,97,94,93,100,100,484,96.8,2
4406,17,2,7,3,92,48,49,60,51,52,260,52.0,0
4407,17,1,5,8,93,82,90,96,86,88,442,88.4,2
4408,17,2,7,2,55,50,65,56,59,44,274,54.8,0
4409,17,2,4,5,69,69,74,69,73,81,366,73.2,1
4410,17,0,4,1,56,43,67,58,65,55,288,57.6,0
4411,16,2,4,2,85,57,49,43,42,86,277,55.4,0
4412,17,1,7,3,82,59,54,65,62,58,298,59.6,0
4413,17,1,6,2,63,70,59,51,43,63,286,57.2,0
4414,16,1,4,6,73,94,97,93,89,92,465,93.0,2
4415,17,2,2,4,53,75,78,77,86,72,388,77.6,1
4416,18,0,5,6,64,80,78,71,80,75,384,76.8,1
4417,16,0,4,5,94,75,82,69,71,72,369,73.8,1
4418,15,2,7,2,86,69,67,40,65,63,304,60.8,0
4419,17,1,7,3,59,59,48,52,50,54,263,52.6,0
4420,16,0,6,8,84,98,95,94,95,93,475,95.0,2
4421,17,1,7,3,57,69,52,47,61,65,294,58.8,0
4422,17,0,7,6,97,88,94,94,97,96,469,93.8,2
4423,18,0,5,6,91,98,90,87,85,87,447,89.4,2
4424,17,1,6,5,84,77,68,80,77,76,378,75.6,1
4425,16,2,3,1,68,60,62,60,69,72,323,64.6,0
4426,17,2,3,4,91,81,77,72,79,75,384,76.8,1
4427,17,2,3,6,85,82,91,88,94,87,442,88.4,2
4428,15,1,3,3,57,49,50,68,49,44,260,52.0,0
4429,17,0,5,8,71,86,91,84,100,85,446,89.2,2
4430,17,0,7,1,67,40,45,45,47,67,244,48.8,0
4431,17,0,7,6,84,71,77,76,86,71,381,76.2,1
4432,17,0,2,2,91,60,69,48,43,57,277,55.4,0
4433,17,2,3,6,59,81,73,70,86,69,379,75.8,1
4434,17,1,7,2,61,40,49,56,57,72,274,54.8,0
4435,16,0,2,7,77,83,98,98,100,81,460,92.0,2
4436,17,1,4,1,56,69,63,40,71,54,297,59.4,0
4437,17,2,3,1,72,57,59,69,59,67,311,62.2,0
4438,17,0,4,4,68,81,73,68,80,72,374,74.8,1
4439,15,1,6,5,76,73,74,68,82,72,369,73.8,1
4440,17,1,3,8,80,92,93,81,97,81,444,88.8,2
4441,16,2,3,8,97,81,91,92,86,81,431,86.2,2
4442,16,0,5,8,85,82,86,94,95,87,444,88.8,2
4443,16,2,6,3,69,44,45,62,42,76,269,53.8,0
4444,16,0,7,7,73,86,95,88,99,92,460,92.0,2
4445,16,2,3,1,71,53,59,70,41,86,309,61.8,0
4446,17,2,4,6,67,93,82,94,98,92,459,91.8,2
4447,18,1,3,6,90,99,92,85,97,85,458,91.6,2
4448,16,2,4,5,87,77,70,72,75,81,375,75.0,1
4449,16,0,4,4,79,80,74,81,79,71,385,77.0,1
4450,15,1,4,2,58,40,62,49,51,61,263,52.6,0
4451,17,2,7,3,75,70,49,45,59,66,289,57.8,0
4452,18,2,6,1,52,41,48,61,41,57,248,49.6,0
4453,17,2,5,8,78,96,90,83,97,84,450,90.0,2
4454,17,0,7,7,100,98,92,93,95,84,462,92.4,2
4455,17,2,4,5,66,76,69,74,71,74,364,72.8,1
4456,16,1,5,8,82,81,84,84,80,84,413,82.6,2
4457,18,0,2,3,84,40,70,62,86,49,307,61.4,0
4458,17,2,2,2,67,55,57,52,56,76,296,59.2,0
4459,17,1,3,6,84,79,81,75,73,79,387,77.4,1
4460,18,2,3,3,59,64,61,42,50,51,268,53.6,0
4461,18,1,7,6,61,69,73,74,77,72,365,73.0,1
4462,17,2,6,7,69,100,92,98,94,96,480,96.0,2
4463,17,0,6,1,57,54,65,60,65,61,305,61.0,0
4464,17,0,6,1,87,53,65,52,45,49,264,52.8,0
4465,17,1,5,3,57,49,45,50,50,71,265,53.0,0
4466,18,2,5,4,76,74,77,71,74,72,368,73.6,1
4467,17,0,3,1,70,47,52,52,47,72,270,54.0,0
4468,17,2,3,5,64,80,82,75,79,78,394,78.8,1
4469,15,2,5,7,94,89,100,93,90,87,459,91.8,2
4470,15,1,4,4,62,81,67,80,81,74,383,76.6,1
4471,15,0,6,5,94,80,72,74,69,72,367,73.4,1
4472,16,0,3,7,97,91,97,99,82,100,469,93.8,2
4473,17,0,6,6,52,78,78,81,69,74,380,76.0,1
4474,17,0,4,6,84,76,71,82,81,75,385,77.0,1
4475,16,2,3,3,93,59,44,53,57,45,258,51.6,0
4476,16,2,2,3,86,64,62,69,86,57,338,67.6,0
4477,16,1,7,4,77,81,70,70,68,92,381,76.2,1
4478,16,2,7,8,85,84,82,89,100,91,446,89.2,2
4479,17,2,2,5,82,80,81,68,74,76,379,75.8,1
4480,17,1,6,8,88,90,97,81,85,84,437,87.4,2
4481,17,2,2,2,58,68,48,43,51,86,296,59.2,0
4482,17,0,2,6,53,73,80,70,74,73,370,74.0,1
4483,16,2,6,6,93,78,82,77,74,86,397,79.4,1
4484,15,1,6,4,93,70,74,69,79,80,372,74.4,1
4485,17,2,5,1,73,67,69,64,48,66,314,62.8,0
4486,15,1,6,5,60,82,82,74,80,69,387,77.4,1
4487,17,2,5,2,93,44,37,53,61,63,258,51.6,0
4488,17,1,6,7,85,98,91,97,89,90,465,93.0,2
4489,17,2,2,8,93,97,92,98,89,94,470,94.0,2
4490,17,0,4,1,72,65,53,59,56,58,291,58.2,0
4491,18,1,7,2,63,66,48,59,54,58,285,57.0,0
4492,17,2,5,4,59,79,80,70,77,86,392,78.4,1
4493,17,0,7,2,70,65,48,67,62,69,311,62.2,0
4494,17,0,5,4,89,78,74,69,76,71,368,73.6,1
4495,18,0,5,6,93,77,81,81,71,71,381,76.2,1
4496,17,0,7,4,76,77,82,75,77,86,397,79.4,1
4497,17,0,4,6,73,72,72,69,74,73,360,72.0,1
4498,16,2,2,7,88,96,92,98,88,98,472,94.4,2
4499,16,1,2,4,88,82,80,77,77,74,390,78.0,1
4500,15,2,6,1,67,60,70,49,67,58,304,60.8,0
4501,16,0,2,2,68,45,41,48,53,45,232,46.4,0
4502,17,2,2,6,79,84,94,89,98,95,460,92.0,2
4503,16,1,5,7,72,82,95,97,80,89,443,88.6,2
4504,17,0,2,1,64,40,47,65,59,51,262,52.4,0
4505,16,1,4,3,59,59,47,40,61,61,268,53.6,0
4506,17,1,6,8,82,89,96,100,93,87,465,93.0,2
4507,17,0,7,3,92,50,47,53,43,65,258,51.6,0
4508,17,2,4,7,65,97,92,87,81,85,442,88.4,2
4509,16,0,3,1,59,70,59,64,65,67,325,65.0,0
4510,18,1,2,6,82,91,82,95,80,91,439,87.8,2
4511,16,2,4,6,64,78,80,82,78,80,398,79.6,1
4512,17,2,2,7,81,82,83,86,82,89,422,84.4,2
4513,17,0,6,5,94,70,71,81,75,81,378,75.6,1
4514,17,1,5,4,60,79,71,81,86,81,398,79.6,1
4515,18,2,7,6,67,93,80,81,81,94,429,85.8,2
4516,16,2,4,5,64,68,82,69,78,79,376,75.2,1
4517,18,2,5,7,81,93,92,96,84,90,455,91.0,2
4518,17,1,4,1,66,66,54,59,71,71,321,64.2,0
4519,16,1,5,2,63,51,41,60,69,61,282,56.4,0
4520,16,2,6,8,84,84,97,86,93,100,460,92.0,2
4521,18,2,5,8,68,82,94,87,98,91,452,90.4,2
4522,18,2,7,6,69,95,94,94,82,98,463,92.6,2
4523,17,0,5,7,97,91,95,81,87,86,440,88.0,2
4524,17,0,3,8,99,96,83,86,98,99,462,92.4,2
4525,15,0,3,4,66,69,68,82,74,81,374,74.8,1
4526,16,0,4,4,67,71,78,72,78,81,380,76.0,1
4527,17,1,6,4,81,78,80,71,79,92,400,80.0,1
4528,18,2,5,2,69,66,45,51,59,61,282,56.4,0
4529,15,2,4,8,94,99,90,88,92,93,462,92.4,2
4530,15,1,6,6,90,100,92,87,90,81,450,90.0,2
4531,16,2,5,5,54,75,78,77,71,75,376,75.2,1
4532,17,2,4,5,67,76,80,69,74,79,378,75.6,1
4533,15,0,4,3,52,59,43,41,53,58,254,50.8,0
4534,15,0,5,3,59,68,44,63,52,76,303,60.6,0
4535,17,0,4,8,88,82,95,86,100,81,444,88.8,2
4536,17,0,2,4,50,68,70,78,78,78,372,74.4,1
4537,16,0,3,4,79,80,75,70,80,80,385,77.0,1
4538,15,0,5,1,56,64,59,56,49,47,275,55.0,0
4539,16,2,2,4,66,74,71,78,76,92,391,78.2,1
4540,16,2,3,7,92,99,92,93,84,96,464,92.8,2
4541,17,1,3,2,70,50,54,59,49,44,256,51.2,0
4542,17,0,7,6,83,90,99,89,85,85,448,89.6,2
4543,18,1,3,4,58,79,78,68,74,71,370,74.0,1
4544,17,1,6,6,97,84,92,93,88,91,448,89.6,2
4545,17,2,6,4,74,70,69,82,76,79,376,75.2,1
4546,17,2,2,6,65,82,73,74,76,79,384,76.8,1
4547,18,1,5,6,71,70,82,79,68,86,385,77.0,1
4548,18,0,6,8,67,84,93,100,91,87,455,91.0,2
4549,15,0,5,6,53,82,67,78,73,74,374,74.8,1
4550,17,0,6,7,76,80,82,99,97,84,442,88.4,2
4551,18,0,5,1,52,50,64,67,54,44,279,55.8,0
4552,16,2,2,2,56,52,56,50,62,64,284,56.8,0
4553,16,0,7,6,58,79,69,69,86,79,382,76.4,1
4554,17,1,4,4,90,75,69,81,82,77,384,76.8,1
4555,15,1,6,8,92,99,91,82,86,81,439,87.8,2
4556,16,0,5,3,54,59,61,68,48,69,305,61.0,0
4557,17,1,2,6,79,87,84,82,87,100,440,88.0,2
4558,17,0,4,4,72,69,69,74,80,72,364,72.8,1
4559,16,1,4,6,92,94,92,86,92,95,459,91.8,2
4560,17,1,7,5,91,81,72,79,75,77,384,76.8,1
4561,15,0,3,2,93,57,43,64,44,61,269,53.8,0
4562,18,1,3,6,59,82,80,81,68,69,380,76.0,1
4563,18,0,7,2,85,69,34,59,55,58,275,55.0,0
4564,17,1,2,7,90,99,82,99,95,83,458,91.6,2
4565,16,2,5,5,85,77,69,76,71,86,379,75.8,1
4566,16,1,7,7,81,88,80,92,99,92,451,90.2,2
4567,17,0,7,3,51,58,53,42,61,62,276,55.2,0
4568,16,2,2,8,74,87,83,97,83,98,448,89.6,2
4569,18,1,7,7,68,99,91,98,82,84,454,90.8,2
4570,15,2,3,2,67,42,60,63,57,55,277,55.4,0
4571,17,0,4,2,70,65,48,69,52,44,278,55.6,0
4572,17,2,2,6,76,77,80,80,86,79,402,80.4,1
4573,17,1,3,2,71,43,57,44,43,47,234,46.8,0
4574,16,2,5,7,79,91,91,98,92,91,463,92.6,2
4575,16,0,6,5,51,81,78,74,81,81,395,79.0,1
4576,17,2,5,4,52,69,70,72,80,81,372,74.4,1
4577,16,0,2,3,63,40,48,59,44,51,242,48.4,0
4578,18,1,5,4,59,69,77,79,71,69,365,73.0,1
4579,15,2,3,8,99,95,97,90,83,91,456,91.2,2
4580,18,2,5,7,81,98,96,81,94,89,458,91.6,2
4581,17,1,6,4,60,76,72,79,79,81,387,77.4,1
4582,16,0,4,3,70,48,37,49,64,45,243,48.6,0
4583,16,0,3,8,82,100,86,86,99,85,456,91.2,2
4584,17,0,6,4,65,69,82,73,80,69,373,74.6,1
4585,17,0,2,8,87,81,100,87,97,81,446,89.2,2
4586,15,1,4,8,88,87,99,87,81,90,444,88.8,2
4587,17,1,4,1,66,69,67,56,54,61,307,61.4,0
4588,16,0,4,5,75,81,67,69,74,69,360,72.0,1
4589,17,0,5,2,51,59,70,45,68,54,296,59.2,0
4590,17,1,6,1,64,61,53,59,48,44,265,53.0,0
4591,17,2,7,5,93,69,73,81,79,74,376,75.2,1
4592,17,0,5,3,59,65,52,65,61,66,309,61.8,0
4593,17,2,4,6,66,95,92,84,80,100,451,90.2,2
4594,15,1,4,2,65,51,48,41,41,50,231,46.2,0
4595,17,2,4,8,90,99,92,93,80,81,445,89.0,2
4596,18,0,3,5,63,73,74,69,69,72,357,71.4,1
4597,18,1,6,1,59,49,53,67,44,49,262,52.4,0
4598,17,2,6,6,67,74,72,70,80,78,374,74.8,1
4599,15,0,2,3,69,48,45,56,51,67,267,53.4,0
4600,17,2,5,4,76,68,70,69,79,75,361,72.2,1
4601,18,1,6,8,81,93,82,91,95,100,461,92.2,2
4602,17,1,7,5,66,76,78,69,76,69,368,73.6,1
4603,16,1,2,6,84,77,78,79,72,78,384,76.8,1
4604,16,0,7,8,85,86,81,90,96,81,434,86.8,2
4605,18,1,5,6,82,81,98,83,97,92,451,90.2,2
4606,15,1,7,1,59,66,37,47,47,69,266,53.2,0
4607,17,2,5,8,85,85,83,86,89,97,440,88.0,2
4608,17,0,2,1,62,58,37,62,65,65,287,57.4,0
4609,18,2,4,4,61,79,70,78,86,71,384,76.8,1
4610,17,1,5,6,86,94,82,94,98,92,460,92.0,2
4611,17,2,3,8,72,87,93,93,86,80,439,87.8,2
4612,16,2,6,5,63,68,67,76,76,76,363,72.6,1
4613,17,2,4,2,68,48,54,60,61,49,272,54.4,0
4614,16,2,6,1,61,59,57,57,86,44,303,60.6,0
4615,16,2,6,4,87,72,75,69,69,76,361,72.2,1
4616,17,1,3,8,86,85,82,88,94,81,430,86.0,2
4617,16,2,6,1,68,52,62,40,49,61,264,52.8,0
4618,17,0,3,2,64,41,43,60,64,58,266,53.2,0
4619,17,0,6,3,67,49,56,47,56,53,261,52.2,0
4620,17,1,7,5,57,80,81,68,81,78,388,77.6,1
4621,15,2,2,2,50,41,43,52,67,58,261,52.2,0
4622,17,0,6,1,50,44,64,68,53,76,305,61.0,0
4623,17,2,3,8,73,94,92,92,86,100,464,92.8,2
4624,18,2,5,4,61,69,69,70,79,92,379,75.8,1
4625,17,1,5,8,91,100,94,95,92,86,467,93.4,2
4626,16,2,2,8,78,96,95,87,91,80,449,89.8,2
4627,17,2,5,2,68,62,67,61,42,62,294,58.8,0
4628,18,1,3,6,89,93,100,80,86,89,448,89.6,2
4629,16,1,2,4,65,80,75,72,71,72,370,74.0,1
4630,17,2,6,4,89,82,80,77,72,78,389,77.8,1
4631,16,1,7,1,65,67,44,70,66,51,298,59.6,0
4632,17,2,3,2,55,64,48,41,61,69,283,56.6,0
4633,16,0,4,7,67,86,84,91,93,89,443,88.6,2
4634,18,0,3,1,69,50,48,62,64,62,286,57.2,0
4635,17,1,2,5,60,75,74,71,86,81,387,77.4,1
4636,16,0,7,6,83,92,80,96,97,96,461,92.2,2
4637,16,0,4,4,69,76,72,77,77,72,374,74.8,1
4638,18,1,4,6,73,88,96,87,83,96,450,90.0,2
4639,16,0,2,3,67,60,57,57,50,47,271,54.2,0
4640,16,2,5,7,71,80,96,87,89,85,437,87.4,2
4641,17,0,7,3,69,64,48,70,62,65,309,61.8,0
4642,17,0,5,4,56,73,69,76,86,78,382,76.4,1
4643,17,1,5,1,65,48,68,51,45,52,264,52.8,0
4644,17,0,7,5,64,82,81,68,80,92,403,80.6,1
4645,16,1,3,2,72,49,34,62,59,51,255,51.0,0
4646,17,0,6,4,65,80,68,75,75,92,390,78.0,1
4647,15,2,2,5,82,82,73,82,78,72,387,77.4,1
4648,15,2,2,7,95,91,92,85,88,81,437,87.4,2
4649,17,2,6,6,67,93,95,82,94,86,450,90.0,2
4650,16,1,4,2,59,50,34,65,49,58,256,51.2,0
4651,18,1,2,2,61,61,59,56,86,66,328,65.6,0
4652,18,1,3,2,60,67,66,48,64,67,312,62.4,0
4653,15,2,7,4,83,68,68,76,86,72,370,74.0,1
4654,17,2,7,3,67,64,41,63,50,51,269,53.8,0
4655,15,1,6,5,75,81,80,70,80,92,403,80.6,1
4656,17,2,5,6,95,76,82,72,86,92,408,81.6,1
4657,17,0,7,8,84,88,89,89,95,86,447,89.4,2
4658,16,1,2,5,58,72,72,69,82,72,367,73.4,1
4659,18,1,4,2,59,65,59,59,41,58,282,56.4,0
4660,15,2,6,4,69,76,70,77,72,74,369,73.8,1
4661,18,2,7,8,88,97,82,95,85,87,446,89.2,2
4662,15,0,6,4,63,69,67,77,77,75,365,73.0,1
4663,16,2,4,7,85,100,95,98,84,81,458,91.6,2
4664,18,0,3,5,91,79,82,77,72,78,388,77.6,1
4665,15,1,5,8,91,89,84,99,100,85,457,91.4,2
4666,16,0,4,5,77,77,77,72,81,78,385,77.0,1
4667,15,2,4,2,59,65,69,60,47,61,302,60.4,0
4668,18,0,7,5,60,70,68,73,81,92,384,76.8,1
4669,16,2,3,1,63,47,64,70,69,67,317,63.4,0
4670,15,0,4,1,67,58,69,65,51,49,292,58.4,0
4671,17,2,4,6,58,80,80,78,73,73,384,76.8,1
4672,17,0,5,4,62,72,67,73,86,78,376,75.2,1
4673,18,1,5,2,56,63,48,64,67,57,299,59.8,0
4674,17,0,4,8,82,91,93,97,99,99,479,95.8,2
4675,15,1,7,6,91,75,80,81,69,72,377,75.4,1
4676,18,1,6,2,50,43,52,68,43,50,256,51.2,0
4677,17,0,2,1,70,68,63,40,57,61,289,57.8,0
4678,15,1,4,6,87,94,99,92,88,81,454,90.8,2
4679,17,0,2,1,64,70,44,60,57,51,282,56.4,0
4680,16,0,3,6,91,82,96,99,82,81,440,88.0,2
4681,16,0,6,5,57,77,72,68,78,77,372,74.4,1
4682,17,0,4,6,88,91,84,89,86,100,450,90.0,2
